name,image,mag_gfpgan,mag_gpen,mag_sgpn,mag_xqlfw
Abdullah_Gul,1,20.41496126240484,23.411479253298488,15.282156810714852,15.263505479886566
Abdullah_Gul,4,21.14413741660772,28.98176498306369,27.54083540673307,28.26458226299765
Abdullah_Gul,5,20.496279034520377,21.58203688184022,15.70602311734392,15.743944768225624
Abdullah_Gul,8,22.89415125129835,26.684623730022015,27.72176318608428,26.98966192631207
Abdullah_Gul,9,19.06909058459777,20.42342737435859,16.01319102015613,15.89430939300912
Abdullah_Gul,13,23.93921590675363,28.547344151144376,31.25187619453534,31.34868320634803
Abdullah_Gul,14,22.365744165271646,22.44880053471884,16.01207664876905,16.68689623017356
Abdullah_Gul,16,12.638222871323096,11.762583105574569,17.773718773670996,17.38834665091566
Abdullah_al-Attiyah,1,10.92288552847576,17.456058691296764,19.42562340933811,16.535515388176883
Abdullah_al-Attiyah,3,20.464898808045884,27.47721165873531,29.15511872828376,27.22669199000854
Abdullatif_Sener,1,17.556495438138242,18.720541496571283,15.878424874471662,15.888302082031668
Abdullatif_Sener,2,19.87997187746824,19.893219294888578,24.841120333720664,23.44399878200944
Abel_Aguilar,1,18.041213536847778,19.542490750752727,13.919158719478732,13.846055290428035
Abel_Pacheco,1,20.735295703584416,24.471575750355456,26.8248577064655,26.509854804904847
Abel_Pacheco,2,20.904232218278143,23.346579855115603,21.307561427712773,16.450541953238183
Abel_Pacheco,3,20.353129168937496,22.012997614090764,24.05186387412932,17.628204332648654
Abel_Pacheco,4,19.639893104394613,20.787905626563063,20.427574681280326,20.861365305288977
Abid_Hamid_Mahmud_Al-Tikriti,1,13.32682993132116,10.457774942523136,21.545847004383138,20.862225256041885
Abid_Hamid_Mahmud_Al-Tikriti,2,11.977292184852487,17.28195273071649,14.043685353181834,14.022669185135218
Abid_Hamid_Mahmud_Al-Tikriti,3,18.468750346745985,17.081222286061433,17.528192583930103,14.813605197887204
Abraham_Foxman,1,17.496084532345893,19.10910911227673,13.193570944530553,13.32549645675083
Aby_Har-Even,1,20.23642943272042,22.77066387287512,23.712677153408556,15.815556329449825
Adam_Freier,1,14.187691327187377,16.872793613346712,15.986295588329694,13.204664452492777
Adam_Herbert,1,19.033667766740425,18.99025947166628,11.979028219350326,12.050260833579625
Adam_Kennedy,1,15.150792176327943,18.011954576817562,21.34503905366734,15.119887101544668
Adam_Mair,1,17.5135438242967,20.42990750790824,13.29390999463202,13.27940630444406
Adam_Rich,1,22.73583739107237,24.060076843448723,23.846278130963714,23.805096117466384
Adam_Sandler,1,20.836226473259263,24.718141791714665,25.41877116847586,22.5686415039963
Adam_Sandler,3,15.196554827146617,17.734677728439824,16.212035462111313,15.74643278039468
Adam_Sandler,4,14.313090853354725,18.537515033835124,15.24098139676284,15.365004759396584
Adam_Scott,1,9.57166392868236,8.691573494898854,15.563571623881144,15.573387936845018
Adam_Scott,2,16.189696328845834,22.06405342917756,21.577265835873025,20.561835717948032
Adel_Al-Jubeir,1,20.73992769943021,23.37384831417822,26.496357785094304,27.62455586635523
Adel_Al-Jubeir,2,19.414487769092236,19.138421868688457,20.220991495708184,13.47539613613845
Adel_Al-Jubeir,3,10.68706751496281,8.661322615084693,19.49995549841468,15.12251293826906
Adelina_Avila,1,15.78695486490709,20.372663687068567,22.06611728136549,17.920241849380325
Adolfo_Aguilar_Zinser,1,12.05901795593794,26.572950137935123,28.75011259781476,28.229602388034756
Adolfo_Aguilar_Zinser,2,21.87890718531104,20.903901485614035,22.221268053282785,14.15974356911694
Adolfo_Aguilar_Zinser,3,20.15890579747859,19.51397301269313,14.423493111181608,14.369134026540747
Adolfo_Rodriguez_Saa,1,16.941647215533795,20.60509592709954,23.09993734439168,21.29389350318272
Adolfo_Rodriguez_Saa,2,14.115310645915196,14.386407798526443,16.599045430106994,13.00816580349633
Adoor_Gopalakarishnan,1,20.211472976515868,20.46919825447856,23.28671649613319,17.609149859563
Adrian_McPherson,1,17.75965814282727,17.860849902105276,21.50382653548035,22.29631646963631
Adrian_McPherson,2,16.795839546865274,18.958963930935287,19.97791290705528,13.60494248062462
Adrian_Nastase,1,19.867111845385853,20.476956054540263,24.5540379369684,17.431336733331396
Adrian_Nastase,2,15.69538042161594,15.651132290624234,26.58617997071462,25.596136461792074
Adrianna_Zuzic,1,15.98402759439223,16.663217239131146,17.58825987286598,14.701544070171762
Adrien_Brody,2,22.049333717709867,24.01783197913945,23.206006590346124,22.173694496460456
Adrien_Brody,5,18.193295816356294,20.14321774103482,19.12078907755764,16.82943887714412
Adrien_Brody,7,15.635412804620124,14.878992506481644,19.890634961545683,16.833579204062726
Adrien_Brody,8,19.50994682677616,18.40798967386796,21.20514751205968,15.493383130068866
Adrien_Brody,9,19.2620003362648,20.427706082762963,14.013486112021855,14.08344242448872
Agnelo_Queiroz,1,17.85524791147269,18.842902518137706,17.076548698471,17.169977384539237
Agnes_Bruckner,1,18.465217882345385,17.58405243323406,16.71375691891895,13.38261257998056
Ahmad_Masood,1,18.497229853533284,18.92739367825377,17.35199150418327,15.64246401650696
Ahmad_Masood,2,9.166124125469809,9.520126578794097,15.991134311550171,15.480264801760896
Ahmed_Chalabi,1,25.194440860386507,26.14092748093778,27.62717719428191,27.55039882079214
Ahmed_Chalabi,2,13.812150774660768,16.39106715605412,19.02721437960867,15.040427760778575
Ahmed_Chalabi,3,22.3283627452505,19.56093637179861,20.940182661590036,15.35092053073362
Ahmed_Chalabi,4,22.87122709476226,23.67175712719003,18.496390965475623,13.456734609149503
Ahmed_Chalabi,5,22.466054293991228,27.013464171608216,29.35532313200971,29.278700100989138
Ahmed_Lopez,1,22.794772990447647,22.24323713096096,22.752133419350567,16.51555136413584
Ahmed_Qureia,1,19.31371368239685,18.966545305108408,12.732319447638009,12.891155633552533
Ahmet_Demir,1,18.198204698617783,21.38843822369757,15.120521308454556,14.949984858256416
Ahmet_Necdet_Sezer,1,21.33408092301321,21.09547670252622,20.61901771490416,14.53347125355996
Ahmet_Necdet_Sezer,2,26.344518948190665,27.42754480956573,27.267469670888808,25.77190148467865
Ai_Sugiyama,1,16.025413354566993,15.69081230783918,19.72470573498161,13.242108507594192
Ai_Sugiyama,2,17.49698032005236,16.646677759311935,15.092001088203691,15.1847399567479
Ai_Sugiyama,3,20.2542232245981,21.989163801066503,24.95115233992728,24.27383978421055
Ai_Sugiyama,4,9.333009598722423,10.095410169834372,19.50107112760182,15.572321083464724
Ai_Sugiyama,5,20.88144987519117,22.36939666156278,23.16543755328789,22.033778926175145
Aicha_El_Ouafi,1,18.07505266080032,22.35447216297533,18.634949514461383,15.353750843161349
Aicha_El_Ouafi,2,18.41570097535681,20.92952167729381,17.185596907580774,12.148003912645708
Aicha_El_Ouafi,3,24.387199705571984,26.38927672283176,26.817177934741828,25.85974400066777
Aidan_Quinn,1,21.338905611857307,23.471920857590725,23.648685482337825,17.618438353514698
Aileen_Riggin_Soule,1,18.27304726229572,19.154071348954773,21.637054168616288,21.865572044391737
Ain_Seppik,1,20.65277170663356,22.04749280237058,22.90611264629109,18.20551692292978
Aitor_Gonzalez,1,18.05964347245741,11.013910370910558,15.80745218054227,13.21171284768922
Aitor_Gonzalez,2,18.206574516692683,11.108619272594142,22.323663911072053,19.99745238690025
Aiysha_Smith,1,11.638364440278176,10.700756410951968,19.38909406345569,17.42694126304498
Ajit_Agarkar,1,18.736169025976725,20.73559986967094,17.892938148108474,14.322425877174595
Akbar_Al_Baker,1,20.092913911490594,22.087768598883656,26.436821402087347,25.362284624722783
Akbar_Hashemi_Rafsanjani,1,20.00536527937624,22.245680441252397,25.459462599663965,25.28928384749737
Akbar_Hashemi_Rafsanjani,2,14.324457645493627,15.788859333909503,18.54404837314198,13.760066540903592
Akbar_Hashemi_Rafsanjani,3,15.789251982663206,17.012678887020805,15.208249036709123,15.275129934944037
Akhmed_Zakayev,1,22.253198307433568,22.409163508568792,21.443118166153862,13.988489076532966
Al_Cardenas,1,15.685738542494883,17.915218326773715,14.594374763216171,14.455276115758494
Al_Davis,1,18.09486509318356,21.044910081559664,18.80461163262216,16.105134239849384
Al_Davis,2,18.62221612093976,23.916851225108413,24.496294107352,23.349389236562757
Al_Gore,2,15.858850545454905,19.152869057231364,22.512955173846706,16.15623520254253
Al_Gore,3,24.139184669362248,26.04238427829701,26.155501950873077,25.119403343076204
Al_Gore,4,22.68391894586312,27.54767784740135,27.896943027455347,27.09343881367972
Al_Gore,6,20.716270440358237,24.0872583096746,23.426372531777133,14.734568675203372
Al_Gore,7,22.17494109200776,23.56343738568388,25.07664465248571,23.245680190815225
Al_Leiter,1,12.593245311937856,15.966706066925637,14.041172715528706,14.03221963497686
Al_Pacino,1,20.98217078944764,22.97349571408817,22.141182334868635,14.890171641301002
Al_Pacino,2,16.03913144758814,15.02915683262352,15.309450474491664,15.367717932350269
Al_Pacino,3,22.875139384036075,24.772403809856662,25.133935439465787,23.301629362803336
Al_Sharpton,2,12.163780898853377,20.595025800491463,15.766969495654765,15.707886717315173
Al_Sharpton,3,19.91670155488202,20.5199094577252,21.281766300614056,17.530513847806766
Al_Sharpton,5,18.871619018741157,19.444814054113017,16.126658041907373,15.87907381584531
Al_Sharpton,6,22.3128319446206,25.227220450887916,25.666224075725594,24.865789868147377
Al_Sharpton,7,20.15403309483425,9.720406338496169,27.318250803002243,26.44976281001937
Alain_Ducasse,1,19.68597222733983,20.36484046149848,20.651863354589608,15.130633357875157
Alan_Ball,1,27.02678060114434,28.17321187399558,27.353453624481528,27.486801156587543
Alan_Ball,2,22.482280014536077,21.246050448168575,23.405869423806543,12.516435610908928
Alan_Dershowitz,1,21.27812760825036,22.227581747832723,15.558786054409182,15.603923637752484
Alan_Greenspan,1,21.18346980793067,23.418022059741386,24.22401874007307,23.502040718225647
Alan_Greenspan,2,21.01727527448332,22.3337402132739,21.65101189509553,21.145287933376515
Alan_Greenspan,3,19.64139649329145,22.514908539813387,14.146412835420197,14.130405432745103
Alan_Greenspan,4,19.14021211344182,18.592932388121262,19.758515650717428,12.664871225344108
Alan_Greenspan,5,13.318347071107471,17.018707977085555,13.98598081024489,14.129600884121055
Alan_Jackson,1,15.723792426035155,15.82351022489327,16.005522050653614,12.095568991851405
Alan_Mulally,1,21.78801273226032,23.61742355852381,24.161923651737293,23.3903783727034
Alan_Mulally,2,12.80339794286212,13.767462916724224,15.62405546282212,15.589080867877868
Alan_Stonecipher,1,22.638370264348488,24.309204431355862,23.67418744567787,23.0862774059255
Alan_Trammell,1,20.791237524198745,18.90530287145317,24.70128036936692,17.303796588491217
Alastair_Johnston,1,20.1791557052089,23.469437616586355,24.85843356023098,17.253627681954665
Albaro_Recoba,1,19.38402506686908,18.79559811263068,20.92741890110324,15.207238620787882
Albert_Brooks,1,20.046755571881867,22.556901229108025,21.71748297529428,20.934689844006567
Albert_Montanes,1,18.554109712907074,19.100971833641594,18.38684772285596,15.01339217507338
Albert_Pujols,1,10.61709284738493,11.171566338181288,14.23939446737801,14.359953049004986
Alberto_Acosta,1,16.639110486438216,18.316160998657327,12.87415279137225,12.865436930620314
Alberto_Ruiz_Gallardon,2,9.109960871314494,12.576313248547862,19.795085934755384,16.13912737856566
Albrecht_Mentz,1,26.21521208231642,29.781950415150305,30.08019361906053,28.0084644860847
Albrecht_Mentz,2,25.09799106592836,24.12755087229379,17.60146441728939,17.74625682645284
Aldo_Paredes,1,17.45144188148375,17.608584155363936,20.559329284115204,19.608410693603403
Aldo_Paredes,2,6.396490218236148,6.07249661246032,14.19297121116564,14.152687595197296
Alec_Baldwin,2,22.531638957889708,22.687804533029567,24.24631849744464,22.832744959055955
Alec_Baldwin,3,15.891224244881096,16.91056557199578,16.764670549889317,15.690967032335124
Alecos_Markides,1,16.446335317292803,20.90056110404647,21.901585280463937,15.00996790347583
Alejandro_Atchugarry,1,19.32637760560086,23.0097347367484,23.86289202570122,23.48493711341762
Alejandro_Atchugarry,2,19.05274749171601,19.620430463018465,23.83237458373706,15.593113909284464
Alejandro_Avila,1,21.5366582156095,20.018353864081785,20.616515375510197,19.6264166923991
Alejandro_Avila,3,9.0221451594938,10.95093787684726,15.297130169581864,15.291586840069822
Alejandro_Gonzalez_Inarritu,1,19.051213087020987,19.76014375831377,24.861297043964253,17.68386165200088
Alejandro_Lerner,1,12.377815688462537,12.53331527546667,21.18937682242708,15.483218777339207
Alejandro_Toledo,2,21.147687125989023,23.72826552511101,26.08067405745532,24.21678313154476
Alejandro_Toledo,9,21.733425091145925,23.891126159596617,26.399337457698092,26.71074957635128
Alejandro_Toledo,17,17.334731787625813,18.205059580904702,14.760115472563085,14.648168510503686
Alejandro_Toledo,21,16.522853655933613,20.11794747613829,22.339823294670783,17.723043841399633
Alejandro_Toledo,24,19.4560218727614,23.127348171378653,25.20464105645613,18.711651114614423
Alejandro_Toledo,32,20.9621993099996,21.84928669243072,24.69274962413465,15.481384783446536
Alejandro_Toledo,38,20.92204527408347,24.70656880143193,25.24454624383765,24.82872458066916
Aleksander_Kwasniewski,1,18.50499914619456,18.57764870504788,20.6512677956427,14.60261992100956
Aleksander_Kwasniewski,2,19.685394756902813,19.674888290782107,21.03928451884128,14.873712124832547
Aleksander_Kwasniewski,3,23.509360719660663,23.9581499456617,25.112685356575003,24.646554855536788
Aleksander_Kwasniewski,4,24.78982918404405,28.724571282038973,27.08319755274716,26.72571090759905
Aleksander_Voloshin,1,15.205252867505877,19.562158084367844,21.922781101758712,13.70317118896284
Alessandro_Nesta,1,18.41792383431792,20.41666043249916,21.45550204282013,15.83384971076726
Alex_Barros,1,23.03485994279657,25.8061310820222,24.17436182557359,24.29805496699665
Alex_Barros,2,9.301972486581152,10.846347146408458,17.05668253736093,15.037352545648046
Alex_Cabrera,1,20.30541314242154,20.49506401955483,17.204432902381942,13.372390086708082
Alex_Corretja,1,18.197528410876075,16.42820051161441,20.57678028411616,14.840590101902574
Alex_Ferguson,1,10.458666689181047,22.159867467487825,13.989211839534658,14.141118747874618
Alex_Penelas,1,21.286525944236693,21.937922288605343,20.136340775348653,17.087191351238083
Alex_Penelas,2,20.566666552145872,23.392997022039708,25.78704266247221,24.8732261834798
Alex_Sink,2,16.10294514633674,22.437487943543815,20.39718251956653,20.183214229316103
Alex_Sink,3,18.926263902280212,20.541487689688257,14.578315423946249,14.512394120606828
Alex_Wallau,1,21.2704943269285,22.96551462777153,25.86086742220888,21.730137433650903
Alexander_Downer,1,17.64729428649066,17.789600639241606,15.330776368873885,15.391556037639411
Alexander_Downer,2,24.02366985711831,27.13275220982397,27.90008448706351,27.56662508854129
Alexander_Downer,3,20.290961230731074,21.22483879034079,26.2313332133548,24.537185732550576
Alexander_Downer,4,21.325969447187163,22.81706749622905,22.50498957407433,19.910695504990336
Alexander_Losyukov,1,17.22610585344033,16.220203462713314,14.550863156440943,14.530783029112062
Alexander_Losyukov,2,19.61962870755441,19.94992505897649,26.08932463203314,24.670538009301943
Alexander_Losyukov,3,17.048333665580618,17.754108510347454,20.51751390808548,19.572421784736637
Alexander_Lukashenko,1,17.74582597432425,20.68901239242248,22.08867382983064,16.874176212745827
Alexander_Payne,1,16.375270362968532,16.54940277530661,19.68342375417046,16.819733017438686
Alexander_Rumyantsev,1,20.44323738129274,26.09572847441888,26.518608639913097,26.34987543856334
Alexander_Rumyantsev,2,14.327744797367238,15.806006603491582,12.656531135309477,12.687726064324751
Alexandra_Jackson,1,17.259911696578104,16.19766689923562,14.13051114978133,14.168740073037911
Alexandra_Pelosi,1,10.641703922719678,10.92506660310076,18.630615638447814,14.616742725181288
Alexandra_Rozovskaya,1,13.409498664951794,16.94454122767592,15.230326231088425,13.8758271811778
Alexandra_Stevenson,1,19.744955736986476,20.11489198005621,16.358403617048435,16.282511503064764
Alexandra_Stevenson,2,21.619880372185467,23.285183565218823,24.799442837506025,23.489336252559543
Alexandra_Stevenson,3,18.78570712336317,19.31382811730406,23.65633661738031,16.997180757384495
Alexandra_Vodjanikova,1,18.2469263531234,19.50111589292637,24.429337634011716,21.97122795857705
Alexandra_Vodjanikova,2,15.346439860680878,18.38997326059418,15.132173068101116,15.097525604697733
Alexandre_Daigle,1,21.048756209650016,23.063047958036098,19.01400779000469,15.09927388734348
Alexandre_Herchcovitch,1,13.637323741399166,15.198523658670323,15.158468135462792,15.250174953290076
Alexandre_Vinokourov,1,18.251218835845087,17.179117784034926,14.583863157439277,14.276669705891312
Alexis_Dennisoff,1,17.242902328179415,17.863551666710553,20.873252788321,16.71608233191965
Alfonso_Cuaron,1,20.17045157600766,20.44057330738814,17.542461613819444,14.40201864004601
Alfonso_Portillo,1,18.829367564007416,21.479640872327987,17.93826039439585,14.883680262124638
Alfred_Ford,1,12.731112395166932,14.94436718506037,15.485516088724877,15.460699705273054
Alfredo_Pena,1,17.316010932909016,18.549888236713407,14.90170630535166,14.941831973640188
Ali_Abbas,1,16.131595996079884,18.85385936764205,13.882224382438563,14.662455939361658
Ali_Abbas,2,19.183815256667604,20.792256725560065,23.858526525770536,22.43633521795453
Ali_Adbul_Karim_Madani,1,20.450783190533933,21.51467239004378,19.47829770058461,16.438579206374982
Ali_Ahmeti,1,18.81649775710278,21.819010481175493,22.188430118496925,14.091687344524908
Ali_Bin_Hussein,1,15.484939208270871,17.355845203933598,16.173724398032178,15.331640857368829
Ali_Khamenei,1,12.10659609378223,13.180799406515892,15.912596382558885,14.722400568363389
Ali_Khamenei,2,18.298232704484025,15.42675945896626,17.899026951128764,16.80799472856975
Ali_Khamenei,3,15.744791207574965,16.75064159193531,20.84582518978098,20.630319127701277
Ali_Naimi,1,19.623988188299517,24.66616666621397,24.882803093715538,25.090887260040947
Ali_Naimi,5,20.43373304317594,17.95845771032951,21.552086437501792,17.14009146322586
Ali_Naimi,6,16.65298498797334,17.85372138066073,22.622055304130253,15.278114440348924
Alice_Fisher,2,17.939742709644577,21.176445862955376,22.761368276087165,19.00890779042756
Alicia_Hollowell,1,15.296910180930787,18.172889745139845,16.115582531688812,16.30862459281288
Alicia_Molik,1,16.264277374862605,20.9800824038193,20.06544563736275,11.8996998396869
Alicia_Silverstone,1,15.643188201547964,18.96295548504425,21.110935723665666,12.403933495623129
Alicia_Silverstone,2,19.14990545648733,19.669483645508485,20.482055657551424,18.011829780626314
Alimzhan_Tokhtakhounov,1,22.532664645336983,22.80838923791216,21.53802750535857,15.524127161405252
Alimzhan_Tokhtakhounov,2,21.25506988619437,25.4555383732002,26.62469772250776,26.882051267857427
Alina_Kabaeva,1,14.2347471684514,16.89616724188906,14.884302873675916,14.652208133296789
Alisha_Richman,1,17.215690843848098,17.945907145357246,19.05134147503635,18.8169166867622
Alison_Krauss,1,12.0931692401411,17.467034785795423,17.264119798665206,13.913148650231877
Alison_Lohman,1,12.572371236220652,12.20364368714534,23.17784260234533,20.67237872882844
Alison_Lohman,2,16.31577113911939,17.57837914756283,17.231180272174008,11.894055273991851
Alistair_MacDonald,1,18.14608863716491,20.60240294289247,20.2454989140158,15.57292837750624
Allan_Houston,1,11.934279633889751,11.091342316064557,10.902670689040349,10.878819052496336
Allan_Kemakeza,1,19.10048391312506,21.160014070401488,16.18977153621376,16.178541322289043
Allan_Wagner,1,20.211441628627732,19.176164499415243,21.53874681113204,16.33012490747264
Allen_Iverson,1,14.611431971644093,15.04412251216625,16.826885885528746,12.533173177951268
Allen_Iverson,2,19.41557926785029,20.24245736744871,22.07992963504529,21.137842191956487
Allen_Rock,1,18.789717435259863,22.048100307955053,12.339285099171963,12.376901331390927
Allison_Janney,1,19.03371587826305,20.14778555776257,21.29904079070749,15.36318255600306
Allison_Janney,2,22.961720091813334,26.152366408410376,26.292583866683824,26.02586936535264
Allison_Searing,1,16.114251317566776,15.482833329110886,16.550507681661152,13.66558419449872
Ally_Sheedy,1,13.768701160917118,17.40237392920373,21.54289268944007,13.239875822030232
Allyson_Felix,1,19.019481432287364,20.104863335562648,21.98957230202609,22.241641592763337
Allyson_Felix,2,18.870328272819187,20.89478573790987,19.123607307103104,15.23622438967132
Allyson_Felix,3,19.30541506398924,21.580213030866208,23.595288876409487,22.75646610248869
Allyson_Felix,4,19.103406827750835,18.706116341477287,12.422750127987404,12.433579610354448
Allyson_Felix,5,20.41816370372743,22.054219482958167,20.16885362834147,16.95423534853019
Almeida_Baptista,1,15.393911922473343,18.79074759158056,22.49281063889061,16.77727624157288
Alvaro_Noboa,1,21.78785291307023,25.261761119978733,27.04337282511011,26.76488405656269
Alvaro_Noboa,2,16.150208421297425,18.700865352886694,17.904613152632653,13.870878697462064
Alvaro_Noboa,3,23.557555325102854,22.153560003650394,21.510314751141216,14.365717238864226
Alvaro_Silva_Calderon,1,16.567064049407332,19.22076937769122,20.347455106584185,13.51243812839322
Alvaro_Silva_Calderon,2,15.434653111656257,21.87617022746921,14.35388008363288,14.437877195870438
Alvaro_Silva_Calderon,4,23.08463293397977,26.656253563449344,27.00724167817444,27.025330467425263
Alvaro_Uribe,18,17.369008746962162,19.18591592674496,17.02421646438588,13.87604476335762
Alvaro_Uribe,28,20.09198211159521,22.8908489285194,25.555212217089707,24.41898522723624
Alvaro_Uribe,30,22.21360368855351,19.28951116018463,14.159823027071551,14.11845596529974
Alyse_Beaupre,1,22.870784509766203,24.03923559018049,26.319281530270292,25.569717063634048
Amanda_Beard,1,17.754500767423906,19.52511901253904,25.37700997188895,17.42242227319165
Amanda_Beard,2,20.42110774314717,22.956340201528192,23.461589149914328,22.30418006397937
Amanda_Bynes,1,22.21041240672608,22.898798922134045,26.202376672190983,25.153547754256365
Amanda_Bynes,3,18.18836667859824,18.870030091143803,13.679026291227652,11.762394941250555
Amanda_Coetzer,1,20.20048417226919,21.479407065583096,22.0564428764193,21.58517280429619
Amanda_Coetzer,2,13.233067599042778,14.706304742496606,18.53367531328402,14.029733483964462
Amber_Tamblyn,1,13.811361234276836,14.256166270369906,22.73427176745041,21.037481888657982
Amber_Tamblyn,2,10.811247772674117,15.446623071434365,18.273341278878323,12.4964486755282
Amelia_Vega,2,19.649880325869127,22.050084726103357,20.094580698534564,13.923556896656288
Amelia_Vega,6,18.257804732521933,23.586700837126177,25.608037919919408,25.12968399685556
Amelia_Vega,7,19.55763150323451,22.062508691918826,23.09199631795305,23.12368322538523
Amelie_Mauresmo,2,17.485819499471493,18.894630120336306,21.789261929242866,21.86890554237596
Amelie_Mauresmo,3,18.98026801070537,22.0297903234986,22.71772250882511,22.727444146299792
Amelie_Mauresmo,4,18.906143863198984,19.766716871865004,17.307803276647466,13.245478747210788
Amelie_Mauresmo,5,16.96237350047707,16.577512656968974,19.731071068798293,17.487302771668592
Amelie_Mauresmo,11,10.996300925037009,13.11123991322256,18.798524773167102,16.344533647937574
Amelie_Mauresmo,13,13.070268125267551,17.52655484413353,18.781460885928325,14.622353687055806
Amelie_Mauresmo,16,20.108785992421492,21.703238868266062,20.102375886925625,15.601394195423058
Amelie_Mauresmo,20,18.54992490976641,20.279995482757613,23.363412617916858,21.49973596308104
Amer_al-Saadi,1,21.419945276430244,23.975954844205692,27.88496847186627,27.07933066223701
Amer_al-Saadi,4,11.244227951768345,19.187629484562144,17.54500032607613,13.66181014345262
Amram_Mitzna,1,21.28103172775096,25.3681894844072,27.24319664582593,26.164501243125308
Amram_Mitzna,2,18.20157974208023,18.43221460116402,23.4136052723153,15.13600638078676
Amy_Brenneman,1,17.011095282574768,19.824941840941086,17.352754508130186,13.482649423861716
Amy_Cotton,1,17.916872386996634,21.072822239765696,13.924663098771836,13.78955970896392
Amy_Gale,1,15.720118032501327,19.433328763024537,21.240784788603843,13.40339979455078
Amy_Pascal,1,13.226822374993253,17.684647530650118,20.928139763991062,12.975105437959815
Amy_Redford,1,17.840161573940623,20.08112006324029,22.431306569715435,14.82885102200192
Amy_Yasbeck,1,18.75236614571397,18.765724552489267,23.063893728412346,14.509506681069348
Ana_Guevara,1,19.829164897240684,22.8202718847101,24.61386712609519,24.232100755803767
Ana_Guevara,2,25.16459308171651,26.564039814401024,26.010826127604457,25.422907307855848
Ana_Guevara,4,21.435636571352624,24.10264719253858,25.38760840580233,23.75198125918153
Ana_Guevara,5,20.538081554306835,18.79046486970141,17.660137354365435,13.58184910593313
Ana_Guevara,7,20.86729269108497,19.93139455368832,15.42149691604825,15.500246613280328
Ana_Isabel_Sanchez,1,21.116671667994414,21.446103451280443,18.61871633787663,14.922206292888305
Ana_Palacio,1,22.626816921853248,23.597020802506872,23.71812145298592,22.154872126451835
Ana_Palacio,3,11.572520101271644,12.890187303588275,23.65903259368828,21.82475716402759
Ana_Palacio,5,16.153090152432686,16.935343084429036,13.506657364101809,14.61538311042946
Ana_Palacio,6,17.249711901514996,17.26082396531956,17.71184666466398,13.200607106319506
Ana_Palacio,7,13.158573932009638,11.991088286119693,20.335174692568582,15.568267130607747
Ana_Palacio,8,19.174363317407117,18.47500311406303,14.769200964538268,14.947274139741436
Anastasia_Myskina,1,15.082906016538743,18.321078469149786,19.83322210181974,19.05166892560574
Anastasia_Myskina,2,15.817335252930135,16.415124705097274,18.17601699619511,13.957830234459465
Anastasia_Myskina,3,16.986080059139997,19.49700247647219,19.01334400361391,15.38026388009838
Anatoliy_Kinakh,1,21.30907461462163,23.16194337131639,28.410734220612373,27.852017330743507
Anders_Ebbeson,1,13.445189720988935,17.885932709551835,13.533576257105471,13.63591452402053
Anders_Ebbeson,2,18.58654887888613,19.16089130909012,20.77397545985828,15.208794075750216
Anders_Ebbeson,3,13.272607975594184,13.28151599370943,22.326216568246632,21.79501597140212
Anders_Fogh_Rasmussen,1,9.059642197796734,12.395835911014387,12.837706659262832,12.957496651448617
Anders_Fogh_Rasmussen,2,21.423436007152397,22.58975042029315,24.23655008928434,23.65959948147145
Anders_Fogh_Rasmussen,3,19.231207241554024,21.10097005588027,24.343153340138,22.85534732107567
