a,b,c,name
16.12202052289046,11.515945264774809,-2.0945624866586936,hf_gpen_gfpgan_adaface
16.3292208299365,11.695691061611456,-2.12056793159168,hf_gpen_gfpgan_adaface
16.295471883838264,11.582672585816011,-2.129857870009273,hf_gpen_gfpgan_adaface
18.54006747845497,11.732956769077305,-2.243812440285626,hf_gpen_gfpgan_adaface
18.544846886224445,11.814454996472683,-2.2641714836453484,hf_gpen_gfpgan_adaface
18.545623044428822,11.714951075066375,-2.255395736377608,hf_gpen_gfpgan_adaface
16.574199405070786,11.389648213140534,-2.128813606906227,hf_gpen_gfpgan_adaface
24.498622425001297,16.98868751361701,-2.9179973571773763,hf_gpen_gfpgan_adaface
16.303058880041412,11.471328427369604,-2.1275433933280508,hf_gpen_gfpgan_adaface
16.499371185715113,11.531606185520795,-2.1546827125217654,hf_gpen_gfpgan_adaface
17.169522266200495,12.005283838766822,-2.314063059193252,hf_gpen_sgpn_adaface
17.693437727695184,12.117737511862124,-2.3512648427978875,hf_gpen_sgpn_adaface
17.330594153571106,12.221617629492712,-2.3604393424224925,hf_gpen_sgpn_adaface
17.38170243293544,12.211690947454429,-2.33988027947025,hf_gpen_sgpn_adaface
17.442237471679206,11.801218564333164,-2.303823711863766,hf_gpen_sgpn_adaface
17.250368505266703,11.931513130074755,-2.298421105687493,hf_gpen_sgpn_adaface
17.662529103066547,12.11117442297564,-2.351938756222903,hf_gpen_sgpn_adaface
17.68609682647412,12.03024720547396,-2.376306931244578,hf_gpen_sgpn_adaface
17.38349610749674,11.988998452177512,-2.342183145676538,hf_gpen_sgpn_adaface
17.33219050582687,12.031365909677987,-2.333374147312683,hf_gpen_sgpn_adaface
25.6396005104536,4.687769956008888,-2.3203309612562166,hf_sgpn_gfpgan_adaface
25.881903145303514,4.766120480927534,-2.317578610827867,hf_sgpn_gfpgan_adaface
35.89598930530227,6.58430020488578,-3.0582608558565214,hf_sgpn_gfpgan_adaface
35.50883765524151,6.760945589363423,-3.0029100005387166,hf_sgpn_gfpgan_adaface
35.45380945268489,7.088275089715967,-3.0409243281859664,hf_sgpn_gfpgan_adaface
35.13837944196084,6.975178858699648,-3.016861033220183,hf_sgpn_gfpgan_adaface
35.21689924060672,7.439419316649506,-3.034412774208215,hf_sgpn_gfpgan_adaface
35.44914086330354,7.369626756405205,-3.0782981862045085,hf_sgpn_gfpgan_adaface
34.64693540663275,6.895929739436255,-2.98304440215748,hf_sgpn_gfpgan_adaface
18.97389405133493,7.759039557407133,-2.124233930874582,hf_sgpn_gfpgan_adaface
25.221031404777293,4.015402821974394,-2.3182550984600345,hf_all
26.049597757269627,3.863966450740893,-2.3562435852993957,hf_all
25.49972905635122,4.142556136131185,-2.36403115885344,hf_all
25.184386312606733,4.060360852463884,-2.2931286743206365,hf_all
25.96448965532136,3.7753261348099305,-2.3584367493974767,hf_all
25.65036162790724,4.017060976421048,-2.352355985913277,hf_all
25.579587656710693,3.827186857876073,-2.304122096468557,hf_all
25.986085217542254,3.804606055859531,-2.379693564347219,hf_all
25.59250592921785,3.877633925450517,-2.3457695381921315,hf_all
25.75711737624769,4.108193398710695,-2.389500959800141,hf_all
12.25035501956219,5.570353762123848,-2.588706743414368,hf_gpen_gfpgan_arcface
12.35110623909882,5.606650473537256,-2.6026200541249143,hf_gpen_gfpgan_arcface
11.345602353045338,4.799654592820618,-2.393065484031469,hf_gpen_gfpgan_arcface
11.09027443767597,4.713294935759588,-2.3132023127147097,hf_gpen_gfpgan_arcface
11.119284331720328,5.22869521109733,-2.398361523855816,hf_gpen_gfpgan_arcface
11.54700557513124,4.680166566767597,-2.40967884863851,hf_gpen_gfpgan_arcface
10.9977087701503,5.136991234447109,-2.347433007661923,hf_gpen_gfpgan_arcface
11.031738965784474,5.008668700877511,-2.3663385380598383,hf_gpen_gfpgan_arcface
12.313180065754132,5.763628605265684,-2.634623165293671,hf_gpen_gfpgan_arcface
11.3119563850579,4.82690754845138,-2.40124255058818,hf_gpen_gfpgan_arcface
8.565996731493403,6.966620143364483,-2.357553947905379,hf_gpen_sgpn_arcface
8.768868864914701,7.36359041690068,-2.4596782001862927,hf_gpen_sgpn_arcface
10.04060477816794,8.185692227085402,-2.756531636661507,hf_gpen_sgpn_arcface
9.768047614042,8.103264041597603,-2.695285494139092,hf_gpen_sgpn_arcface
8.609484556771514,7.165788441053492,-2.40875819861058,hf_gpen_sgpn_arcface
8.449082033024956,7.640051377487316,-2.481762915703294,hf_gpen_sgpn_arcface
8.385085381955886,7.127810693214961,-2.349005117906698,hf_gpen_sgpn_arcface
8.369157768733771,7.355976746674978,-2.435257662669022,hf_gpen_sgpn_arcface
8.851839500339903,7.338288008366191,-2.4828977611058227,hf_gpen_sgpn_arcface
8.578278638536988,7.387293224522213,-2.4696617836795567,hf_gpen_sgpn_arcface
5.613373060544373,1.8171154437059065,-1.045970009912235,hf_sgpn_gfpgan_arcface
5.549009625037159,1.907589243597732,-1.049404114228763,hf_sgpn_gfpgan_arcface
13.774638854839653,4.514252874878456,-2.620230547276828,hf_sgpn_gfpgan_arcface
13.810934665530269,4.340907729867835,-2.588872791103157,hf_sgpn_gfpgan_arcface
5.580168950329041,1.908248592447981,-1.058731921851965,hf_sgpn_gfpgan_arcface
13.630856638797876,4.695730400438798,-2.6221397756031206,hf_sgpn_gfpgan_arcface
5.570394786790188,1.8473205027421256,-1.037906377463095,hf_sgpn_gfpgan_arcface
12.111203619105328,3.955020395133817,-2.341794092590918,hf_sgpn_gfpgan_arcface
12.483037373439318,3.818948792368863,-2.3730266765663903,hf_sgpn_gfpgan_arcface
12.298932991996653,3.996725340767388,-2.3735061273298927,hf_sgpn_gfpgan_arcface
13.195555532806496,2.6265154584040333,-2.418972515676061,hf_all_arcface
15.489299241861747,2.6632567455629097,-2.7231072102769915,hf_all_arcface
15.063669980343064,3.004646097156279,-2.7355684441009656,hf_all_arcface
15.106459096390775,3.1145393926141787,-2.745866279561986,hf_all_arcface
15.52812226791957,2.825737183378122,-2.775252997420752,hf_all_arcface
12.837221182271708,3.2947528195345246,-2.4894727475643426,hf_all_arcface
12.7503645859757,2.8107151238365864,-2.3562436301326133,hf_all_arcface
14.599762733759537,3.0598193191830143,-2.690864532192925,hf_all_arcface
15.675344806618876,2.555196872686211,-2.750740351589525,hf_all_arcface
14.669496772166434,3.2104361352486164,-2.73454367349854,hf_all_arcface
19.216276858322377,12.82139080046686,-2.5154392180332525,hf_gpen_gfpgan_magface
18.571845604953687,12.398511524057351,-2.452620955862388,hf_gpen_gfpgan_magface
19.21094053164613,12.594608828789266,-2.5047722745418914,hf_gpen_gfpgan_magface
19.463688399956222,12.705662648348753,-2.5377817902055506,hf_gpen_gfpgan_magface
19.89358740044116,13.062557922100478,-2.6013430743630908,hf_gpen_gfpgan_magface
19.543510151596603,12.323513351957304,-2.5158545485633432,hf_gpen_gfpgan_magface
18.891548722591637,12.399034497695324,-2.462845336941523,hf_gpen_gfpgan_magface
19.842486653278403,12.720408933368107,-2.5945367742649217,hf_gpen_gfpgan_magface
19.05277367713338,12.35852216989027,-2.489346833780186,hf_gpen_gfpgan_magface
19.881497229167763,12.982008315020204,-2.599416343301191,hf_gpen_gfpgan_magface
21.392236832886677,10.405453936689383,-2.562687888228523,hf_gpen_sgpn_magface
21.530992154707327,10.560286708303018,-2.592528531857816,hf_gpen_sgpn_magface
22.11170183675029,10.511533868717178,-2.6232804288832168,hf_gpen_sgpn_magface
20.1085348055723,10.54404890368867,-2.509047623038114,hf_gpen_sgpn_magface
14.693842767907023,9.393856787032004,-2.089410838538925,hf_gpen_sgpn_magface
21.57272079366209,11.03167953123849,-2.631978782851556,hf_gpen_sgpn_magface
21.74545265637612,10.758787846049705,-2.6088961525673624,hf_gpen_sgpn_magface
14.54603884697332,9.48775163508117,-2.099371569141121,hf_gpen_sgpn_magface
14.610031979780343,9.341650482038172,-2.0761402060886778,hf_gpen_sgpn_magface
21.89470039917826,10.719908453800524,-2.6453236352243463,hf_gpen_sgpn_magface
18.95907581381633,6.370398987820589,-2.081156641672114,hf_sgpn_gfpgan_magface
24.003340337749822,7.943946975783136,-2.545705680466188,hf_sgpn_gfpgan_magface
24.593050469165263,8.562081694067915,-2.6239667707799423,hf_sgpn_gfpgan_magface
19.33228044605783,6.513537320320356,-2.143329657963921,hf_sgpn_gfpgan_magface
24.276431482040604,8.094519895206865,-2.5804342299799337,hf_sgpn_gfpgan_magface
22.82016701786786,8.622266058298747,-2.5114963892265774,hf_sgpn_gfpgan_magface
22.96498098744895,8.425443922434056,-2.4968632599461205,hf_sgpn_gfpgan_magface
22.93952885729368,8.41830090445736,-2.536975252271905,hf_sgpn_gfpgan_magface
24.613997849520025,8.273944018785258,-2.610971746388951,hf_sgpn_gfpgan_magface
19.06746706081369,6.609700722610423,-2.1256875057605,hf_sgpn_gfpgan_magface
23.187265092681937,1.779023396719951,-2.09763867382595,hf_all_magface
29.489647439072357,1.868186378044896,-2.549345542773218,hf_all_magface
30.67102797571076,1.7950203013196149,-2.6222859293086067,hf_all_magface
26.819236986177646,3.2661565397196317,-2.4900326856401844,hf_all_magface
29.706510341251654,2.1448093291067103,-2.5980538572023413,hf_all_magface
23.117197598610165,2.220441947653864,-2.1333250208711725,hf_all_magface
23.595003143676564,2.0075347465883047,-2.159799207175133,hf_all_magface
29.239662148188337,2.3382407852360654,-2.600210524953513,hf_all_magface
30.22625337292451,2.0865589010573324,-2.618383560861182,hf_all_magface
30.831538660218875,1.8642793596306453,-2.657688845844147,hf_all_magface
