a,b,c,name
8.223822350695105,19.139190980716023,-2.392940919014308,sf_gpen_gfpgan_adaface
8.577844076502673,19.12713813646181,-2.4054356292830783,sf_gpen_gfpgan_adaface
8.41696848547546,19.471932301157786,-2.435352897768288,sf_gpen_gfpgan_adaface
8.553184938847842,19.274829744136483,-2.418869337456276,sf_gpen_gfpgan_adaface
8.531546650081733,18.559333580758032,-2.378338541225987,sf_gpen_gfpgan_adaface
8.650007473270016,19.13767487721108,-2.4245700037795177,sf_gpen_gfpgan_adaface
8.981869810872448,19.11944845049541,-2.4329975582819983,sf_gpen_gfpgan_adaface
9.251119582766854,18.8919152165506,-2.457003235421499,sf_gpen_gfpgan_adaface
8.47242930207106,18.317028070512706,-2.364355156855721,sf_gpen_gfpgan_adaface
8.97345008599271,19.28896961071832,-2.470317218331353,sf_gpen_gfpgan_adaface
13.15458532242532,13.982344292267824,-1.8270192374259269,sf_gpen_sgpn_adaface
13.339983042466043,14.125029627009912,-1.850233705900945,sf_gpen_sgpn_adaface
13.513812105036044,14.21333129553006,-1.8966627834051213,sf_gpen_sgpn_adaface
13.694998938311572,13.85815840926213,-1.8775532299489304,sf_gpen_sgpn_adaface
13.747324821992589,14.061084500679913,-1.8993618547826665,sf_gpen_sgpn_adaface
13.595075000790526,13.787780301053388,-1.8526250550252217,sf_gpen_sgpn_adaface
13.821743568703228,13.605352040321854,-1.8566845138770345,sf_gpen_sgpn_adaface
16.96947897375868,17.837950181826244,-2.26899447906161,sf_gpen_sgpn_adaface
13.4751642932288,13.834051057885844,-1.861427638278426,sf_gpen_sgpn_adaface
13.84428476813333,13.854411270747551,-1.893776937630781,sf_gpen_sgpn_adaface
17.631058657888577,19.894018095650814,-2.821520841523774,sf_sgpn_gfpgan_adaface
12.794222371099172,16.089406107972234,-2.3033793850423696,sf_sgpn_gfpgan_adaface
18.03625895038989,20.147707202193093,-2.8842800404630977,sf_sgpn_gfpgan_adaface
11.918480598797313,14.974932952970915,-2.193264030413286,sf_sgpn_gfpgan_adaface
11.894873251289631,14.86830300563921,-2.2005205158627628,sf_sgpn_gfpgan_adaface
11.8221618551249,14.914614157221529,-2.2023462690458997,sf_sgpn_gfpgan_adaface
17.588621332401583,20.242544474235192,-2.8541288991861777,sf_sgpn_gfpgan_adaface
18.006450062698132,20.359461108335037,-2.911577845982848,sf_sgpn_gfpgan_adaface
18.40426195497339,20.56258348586923,-2.9152171468923878,sf_sgpn_gfpgan_adaface
12.480546011527386,16.2207512685918,-2.3317145992643478,sf_sgpn_gfpgan_adaface
3.511683121880351,5.697649707977786,-1.625779644917211,sf_gpen_gfpgan_arcface
3.4805988939387715,8.707665647987334,-2.141189171015973,sf_gpen_gfpgan_arcface
3.914311868130768,9.689347432699542,-2.3616868783107616,sf_gpen_gfpgan_arcface
3.5120775613499835,5.801632013004881,-1.6425184227675758,sf_gpen_gfpgan_arcface
3.516577579137585,5.698654093548595,-1.6184795279781277,sf_gpen_gfpgan_arcface
3.562185858890885,5.869877679505881,-1.6718698349152086,sf_gpen_gfpgan_arcface
3.46749699880607,5.754264426269604,-1.6185471026389229,sf_gpen_gfpgan_arcface
3.538003114482456,5.773228598776132,-1.6509713700511437,sf_gpen_gfpgan_arcface
3.429228780816895,5.6978640073729325,-1.6013712379536411,sf_gpen_gfpgan_arcface
3.5551529716566086,5.801466685464697,-1.6612622171597085,sf_gpen_gfpgan_arcface
7.883965748413296,5.593509399122393,-1.763489363854081,sf_gpen_sgpn_arcface
8.018256471504708,5.622361296647378,-1.7963339714847977,sf_gpen_sgpn_arcface
8.035821397023735,5.6277645741907225,-1.7928319118916425,sf_gpen_sgpn_arcface
8.00372338430788,5.580812598267406,-1.7868996281846488,sf_gpen_sgpn_arcface
7.972749766321541,5.682292768894625,-1.7916777842677432,sf_gpen_sgpn_arcface
8.110248965986889,5.542663051693163,-1.8017813022716935,sf_gpen_sgpn_arcface
7.933258122020196,5.586203279298124,-1.7763274104316342,sf_gpen_sgpn_arcface
8.055517853160293,5.483202285731644,-1.8102230881276695,sf_gpen_sgpn_arcface
7.89079823753489,5.764993484798322,-1.7928248668304645,sf_gpen_sgpn_arcface
5.710403588910284,4.144752286945259,-1.3352682770956472,sf_gpen_sgpn_arcface
3.786162768009445,6.517203589113096,-1.642227757287993,sf_sgpn_gfpgan_arcface
