lpips_gfpgan,lpips_gpen,lpips_sgpn,lpips_xqlfw,ssim_gfpgan,ssim_gpen,ssim_sgpn,ssim_xqlfw,psnr_gfpgan,psnr_gpen,psnr_sgpn,psnr_xqlfw
0.257778137922287,0.359138935804367,0.5982649922370911,0.3209260702133178,0.6646416112527954,0.589055983817862,0.5059851001110508,0.8534224084203255,27.3318041698284,26.67802109925357,26.62109747130847,29.93693129070808
0.2373136579990387,0.3652252554893493,0.631523609161377,0.4304899871349334,0.6232834687021492,0.4293136766240394,0.3925058070304525,0.7717955660113859,28.229878336965783,27.777601568676484,27.62934110959368,28.82623414068585
0.1897902339696884,0.317305326461792,0.620589017868042,0.2777615785598755,0.6889898986478548,0.4935669923795298,0.4101840432919102,0.7281360346923365,28.67140530939377,27.55795962288335,27.28061125512589,28.911097398858388
0.2769598364830017,0.3172111213207245,0.6013470888137817,0.1504487097263336,0.6737340358676541,0.5845881845210912,0.5599667585052087,0.7205362004971224,26.936194099228317,26.827487275688195,26.87967389994032,29.247956451878565
0.2762969136238098,0.4278995990753174,0.6204128265380859,0.4762727916240692,0.8110519547670827,0.6911712002351329,0.7698097540977757,0.8367130528363911,27.658985429374155,27.29495966867356,27.030744947272662,29.22585769694104
0.2002916038036346,0.4111164212226867,0.618323564529419,0.4521562159061432,0.559595190349243,0.4772020574620252,0.6419579929152852,0.803926914967762,28.366379779322344,28.05558583478585,27.967853856993887,28.97245171664435
0.1740246415138244,0.291890025138855,0.6641509532928467,0.2870633900165558,0.5642449684985262,0.4279902506566268,0.599818919642557,0.8300424474317512,28.46905972924928,28.04344501508565,27.97431840459991,29.246890095495147
0.265583872795105,0.3844460248947143,0.6356307864189148,0.5244471430778503,0.6686855449092816,0.4834712375085702,0.6438476726264867,0.790680298768407,28.47728448461832,27.589911421681403,27.5751528735599,27.704567253436583
0.1765329241752624,0.3802385628223419,0.626533031463623,0.5153020024299622,0.6455252836670562,0.4719231755440235,0.6350453975872441,0.8157747270867806,27.986991061800648,27.559200321526216,27.37037775973722,28.157664754136466
0.4292870461940765,0.4316034615039825,0.4787373542785644,0.5296058654785156,0.5329763648288987,0.5157440686010135,0.8168022592316578,0.740725873593428,24.866862935236416,24.83142045828256,25.979720969002443,28.672472251900587
0.3057648539543152,0.3965093791484833,0.6445124745368958,0.4377742707729339,0.5511757218800873,0.4805303333860253,0.6152807629041162,0.8104722897917989,28.573709351467325,28.182978767681107,28.06801906494386,28.862746835316123
0.2097084820270538,0.3403646647930145,0.7111263275146484,0.377541184425354,0.5773509375691269,0.4501134154914724,0.542090968433957,0.832757150729586,28.38875647698388,28.075295260442243,27.934984090583363,28.844943395065027
0.3149231076240539,0.362915426492691,0.7718522548675537,0.0952455401420593,0.5572299094071569,0.4547722294705988,0.0009291085469233,0.7559237664740086,28.227005446836625,28.110658602561248,27.489462375905543,28.111168483175888
0.1841841638088226,0.2727199196815491,0.55744469165802,0.5448886156082153,0.5636665293897947,0.4250370132852867,0.4608628849183491,0.7393301471619107,28.47465720177655,28.149243871910738,27.697331152607774,27.86682964126117
0.2805171012878418,0.2989872992038727,0.5713165998458862,0.1080533564090728,0.6942779638220145,0.6866627932364968,0.6380102054713216,0.6330041849727479,28.484056350812217,28.24255678412388,28.41807459319712,28.83634279084049
0.3020731806755066,0.3830861151218414,0.7223093509674072,0.5428401827812195,0.5634107532506584,0.4590128120805596,0.1557052501418317,0.7288694011343656,28.3460071395946,28.206849837753317,27.905738112946047,28.78508494394441
0.4330653250217438,0.3916998505592346,0.5038948059082031,0.1246819645166397,0.5953657230893837,0.613519101477177,0.778578786480496,0.6753093360876532,27.18861677589655,27.75661675909062,28.13878337666272,28.93540204304909
0.1964639872312545,0.3187668919563293,0.674001932144165,0.3625689744949341,0.462315206553929,0.319198096953317,0.2724748288043048,0.7026536090483483,28.206305325426,27.844578295183386,27.673148336982106,28.50130600380437
0.1557196378707885,0.3500818610191345,0.5988044738769531,0.5057961344718933,0.6151681147589487,0.4974029193495139,0.3970187219572565,0.7743983940373573,27.778968006737315,27.22067618558269,27.10478615711265,28.673925115542097
0.2432878166437149,0.5439866185188293,0.6028476357460022,0.4322741031646728,0.6480828598447279,0.5038277795750377,0.4155604214965647,0.8320894225419802,28.79074312155161,28.351671402140543,27.94508752469317,27.115159269328828
0.1778552085161209,0.3904924392700195,0.1921368539333343,0.2854360342025757,0.6286798204745285,0.5364013932905135,0.5902033024795407,0.6965005865273285,28.21844838616644,28.109961611557,28.683967313609017,29.47468722711523
0.247873306274414,0.5483266115188599,0.5996677279472351,0.0755729228258133,0.6451387863434275,0.4776672316058436,0.5530455583989987,0.7047569928383872,28.40468485192336,27.524823848899768,27.245842215253155,29.310182635496417
0.4535518884658813,0.2928430736064911,0.1779504865407943,0.0809575170278549,0.756910639243391,0.7270124585333633,0.9005096880177306,0.7107891279269601,24.552766683756914,24.91866582531602,26.025788710964125,29.036281167919007
0.5165258049964905,0.4887919723987579,0.3715735673904419,0.0923886150121688,0.4980667404209969,0.5469730400552268,0.6107975558762196,0.7802605858209559,27.433589967193456,27.637713914262235,28.33654969733132,29.050478502265275
0.179635152220726,0.2706325054168701,0.6210121512413025,0.1154049709439277,0.5434674510271374,0.3726992950798166,0.3546088802618267,0.6790862643545756,28.939495566317262,28.353524307365,28.23149337670564,29.20423551552396
0.2580507695674896,0.3659508824348449,0.5125880837440491,0.4177292585372925,0.6359917288635958,0.5001817596336166,0.7831303057633405,0.7804963874710066,28.315340794772585,28.12627671129697,28.307638354980543,28.45172424935332
0.2367333173751831,0.3249620199203491,0.7173287868499756,0.4421960711479187,0.5182180699094331,0.4679658484630734,0.0599686865066586,0.816284049178727,28.53825919177151,28.11621178602561,27.91220032380512,28.9600869114716
0.1913049221038818,0.3198480308055877,0.6360583305358887,0.5032902359962463,0.6349697137774495,0.5146538677434112,0.3804601067865216,0.7899829574815411,28.53300949639323,28.11942274353692,28.10634942093962,28.10073059218659
0.2385932803153991,0.3826557993888855,0.6352800726890564,0.0854891613125801,0.6226058906526059,0.521455739753642,0.2388781368315281,0.5910048539001088,26.91008153358133,26.37292232678511,25.75071300427731,28.826236460815345
0.2275652736425399,0.322840929031372,0.7451860904693604,0.4820010960102081,0.6791105461309676,0.5115785697434433,0.2946663428839783,0.7773719152441587,28.16536064838772,27.55346593932452,27.306396983079257,28.31487418846912
