name,image,ada_gfpgan,ada_gpen,ada_sgpn,mag_gfpgan,mag_gpen,mag_sgpn,arc_gfpgan,arc_gpen,arc_sgpn
Abdoulaye_Wade,2,0.795892414041537,0.0914091573913121,0.8844371223733343,0.7664228482483084,0.1894989943979348,0.8804998693094764,0.8650695330937739,0.0325058643245402,0.916324682221636
Abdoulaye_Wade,4,0.8533348021006736,0.8480493079114599,0.8889510682246748,0.8750991770246792,0.8981038273621886,0.9012692416363292,0.8639675063503492,0.8912436416855455,0.9157658838117014
Abdul_Rahman,1,0.762893960748632,0.8270563262080004,0.5595976612733767,0.720881523344311,0.8487876019453422,0.5950560309915286,0.8580776502609347,0.8373710594104802,0.7252854169751354
Abdullah,2,0.8163536334847833,0.8493634733027275,0.9257996592007992,0.8006435826047021,0.92320174292033,0.9158580833076728,0.8176608337736058,0.8544592857073383,0.932276733647272
Abdullah,3,0.4041831005590285,0.3717498181149768,0.3320790628859111,0.3312662606540728,0.457084081852609,0.3591996209681892,0.4487369980127649,0.5598425514162403,0.5723382998004037
Abdullah,4,0.8163806455219073,0.8146407972180025,0.9024305526250304,0.7824544109224112,0.8275700704497599,0.882795884601629,0.854543243926718,0.8252604329137475,0.9057573939715382
Abdullah_Gul,1,0.492012749319079,0.4909708353073247,0.2306127019213477,0.4469978543399868,0.6042479270776175,0.2825229290457376,0.7345626178641793,0.681086995792693,0.2722873611341613
Abdullah_Gul,8,0.8225682214223389,0.8820547759140381,0.950973229781066,0.794694150387616,0.8957941727286939,0.9433922752177828,0.9160646896251118,0.8741112235151103,0.9313811853467516
Abdullah_Gul,9,0.4584573189915769,0.3501305970122626,0.3555188472953135,0.4497106240941368,0.319158317793603,0.1447675559359983,0.593478253416602,0.4825542499227018,-0.0336009165591975
Abdullah_Gul,14,0.2904478243403593,0.2687237624083322,0.0494848244416398,0.4157429384098075,0.2584775091913935,0.2534145571295129,0.5655309561719527,0.5056076536240574,0.3395315325218988
Abdullah_al-Attiyah,1,0.1120348188056647,0.1026805854003386,0.1258179663641604,0.1741293823281598,0.1942847156925181,0.1534309071234937,0.1102513528547798,0.333348515664762,0.2847436164580206
Abel_Pacheco,1,0.8337520140021065,0.8595664986675601,0.8665751020274357,0.8313280794118795,0.8996594988974986,0.8973260385179506,0.8327236259713791,0.8128003972064343,0.8863189597346159
Abel_Pacheco,2,0.5341597093276348,0.48969359550784,0.4021540693058582,0.5272628539292111,0.4905020871738282,0.5110166059630759,0.6748761250615142,0.6469950100472847,0.6397074870871846
Abel_Pacheco,4,0.8555941046359979,0.8468050746128154,0.9189920491515188,0.8572525553396628,0.856299150546982,0.9069771733754556,0.8725733596760099,0.8606158175113915,0.9199765035466488
Abid_Hamid_Mahmud_Al-Tikriti,1,0.0711127607131463,0.1012462555974445,0.8779406508869025,0.0651054340137143,-0.0094325628970024,0.85821518208797,0.1580128177713793,0.2464272840061121,0.8639476857903415
Abid_Hamid_Mahmud_Al-Tikriti,2,0.3529825382933983,0.4230431153191963,0.1351064004870777,0.1760701783638605,0.2321658407796354,0.2672557811457118,0.3029386783782528,0.4145499210136166,0.3141588675553661
Abid_Hamid_Mahmud_Al-Tikriti,3,0.6334011349707525,0.6226125184569481,0.1127470515027547,0.608259772681604,0.5625257741337504,0.1372988344394548,0.8271120164853606,0.7180459232993655,0.0257902341248772
Abraham_Foxman,1,0.201281825142907,0.0718930592304919,0.0987194882561019,0.2064122915505403,0.1016181980850897,0.0743845828388997,0.3980201402067055,0.4028002633872495,0.0179197134871592
Adam_Freier,1,0.3509014414091097,0.3641751765825902,0.19390635605787,0.3570639490707462,0.3849136597345379,0.2143416424482797,0.5148747168558099,0.3855003891288505,0.4700180976903681
Adam_Kennedy,1,0.3456157663673838,0.3306966305649735,0.1249153537003896,0.3144468287391717,0.297800938505514,0.2677691200340303,0.5033865008211719,0.5629677408207197,0.3463198448317323
Adam_Mair,1,-0.0115841391676537,0.0500381791699077,0.0710342718864434,0.0969261204642444,0.1029849456645822,0.0764304771767187,0.2321791926706392,0.2130402743455231,0.1663950300980614
Adam_Rich,1,0.8321202108780954,0.8143242937543238,0.9212718667524188,0.8959685986571931,0.9458972422480848,0.9480861771034628,0.9102334583148802,0.8113844005583403,0.9577957463425052
Adam_Sandler,1,0.8377423378652732,0.8466538854194385,0.8613461412721896,0.8825900255568697,0.9518328954962711,0.8488000651010859,0.9141847624344668,0.8633033554364182,0.8547360581172775
Adam_Sandler,3,0.5023305816959724,0.451057848299043,0.0805851563360412,0.3542891855054581,0.4734705782921898,0.1535854209270951,0.5519392278439058,0.7080208292936534,0.1025282703776018
Adam_Sandler,4,0.3424569337866254,0.2226799279906275,0.0733984113197322,0.30717523461339,0.2384160352457218,0.0754120996547038,0.4327175336192027,0.4120684974781807,0.0829413649867772
Adam_Scott,1,-0.0881540938943431,-0.0095034071939206,0.2065721995402059,0.0785063377976852,0.2148015087895662,0.3698362160312606,0.3544939299034651,0.3831788482852628,0.2652266519183376
Adam_Scott,2,0.72847024260874,0.8297135939351957,0.8438691015197538,0.6031413563678154,0.8235523384579647,0.8110276630890588,0.765573430635557,0.7982375114226407,0.8535895516177582
Adolfo_Aguilar_Zinser,3,0.4048503242975058,0.3627112609158515,0.164514402693422,0.3829355326350379,0.3936903719555001,0.2072897250271717,0.5149762956030367,0.543221748131828,-0.0017077927393374
Adolfo_Rodriguez_Saa,1,0.7647746320237683,0.7971013892414667,0.8714248492204709,0.6496397159815284,0.839915522406687,0.8421366085308599,0.7530116091877832,0.7925267768105061,0.8232553657358408
Adolfo_Rodriguez_Saa,2,0.23254048573341,0.174439165244358,0.2770421683329055,0.1411586158331627,0.1592322632651258,0.3334550026460618,0.248927452611364,0.1011948940332823,0.2257546808064197
Adoor_Gopalakarishnan,1,0.3028714063294389,0.3478674486153771,0.6608699477859189,0.4077329160909657,0.3614109017535674,0.684630344867378,0.6034466108643203,0.5126917295723556,0.7608663102175067
Adrian_McPherson,1,0.8353718430528999,0.8378360870964119,0.9152742904209162,0.721151923470712,0.7149091146198797,0.8497484025404057,0.8828670455333653,0.7637265450365895,0.9234999629850288
Adrian_McPherson,2,0.3196796461308152,0.1854910138358805,0.2645562296348877,0.2034103189486064,0.190026377852504,0.2255088655227427,0.4795873703045652,0.5391997383494201,0.3572198930858331
Adrian_Nastase,1,0.4150717760408015,0.3736125760079881,0.2724937430261334,0.4096540873689763,0.477604969115124,0.382237234068843,0.6444800711142312,0.5640085545660346,0.5469463021147684
Adrian_Nastase,2,0.6391524747874663,0.6896959648737708,0.8871130142305006,0.5585948758260794,0.5409753163933124,0.9086805410497044,0.7324614130184799,0.7994929544973994,0.9107268404882544
Adrien_Brody,2,0.8283338039139965,0.8501727419851849,0.8670528167705369,0.8229395042173104,0.9247422204315584,0.894271185061701,0.915385386382476,0.9212576135406192,0.9437129208615798
Adrien_Brody,5,0.5552070412733248,0.6730273999239209,0.4138361367430522,0.5934229867076412,0.63389629869732,0.4832915347624271,0.6413388003418775,0.7360950748479226,0.6702843700376284
Adrien_Brody,7,0.2884338350603811,0.2585426220675348,0.5723074442681653,0.2679224169052367,0.2085586451047895,0.5618836785418353,0.4464251502106681,0.5311196752475776,0.7739683873884533
Adrien_Brody,8,0.3926146369756639,0.2900928195255097,0.3696972679584895,0.4928502218338184,0.2592295670571418,0.443807274388593,0.6410263219799808,0.5847625078963554,0.6030284299319618
Agnelo_Queiroz,1,0.5855912931625126,0.5249635858773803,0.0179231879667093,0.6278685237015055,0.5618202130108624,-0.0575453832976487,0.7462694023935301,0.6169234371802991,0.0712771543501548
Ahmad_Masood,1,0.2718275202623424,0.181075525866227,0.5724897945777669,0.3393417400779911,0.2600690729535977,0.6182447537085912,0.3891545647788029,0.3440290326009028,0.793071920783477
Ahmad_Masood,2,0.4045514011281458,0.5304395563614317,0.7903692958311265,0.1623889608203611,0.1499208073987931,0.7966634189708445,0.329892608434655,0.4178315419973065,0.84998036004332
Ahmed_Chalabi,1,0.8577036574818185,0.883472750351926,0.9513664689770698,0.8385462326684033,0.9438312498502232,0.9525903592701196,0.9150259613752156,0.9008904647005814,0.963535525518061
Ahmed_Chalabi,3,0.2770142414940755,0.2956020358806541,0.2451783218236105,0.3199833410496697,0.4110858354999651,0.2858531541256385,0.4548738667842679,0.4732081378572034,0.5018864352834925
Ahmed_Chalabi,5,0.9008481566229004,0.8628357150542673,0.9390484158974374,0.8691578072587958,0.9467977936013569,0.9552296756039153,0.927609740118539,0.8254313897651191,0.9646626647706156
Ahmed_Qureia,1,0.4410126562006992,0.2587834596347784,0.047512870762191,0.3681850538448293,0.2539293247277668,0.0525897871494511,0.3638492233270551,0.3833644593344937,0.0217485781553112
Ahmet_Demir,1,0.5961335362131026,0.6376103820621875,0.2124167515520488,0.5899184787704648,0.6635074920895874,0.1877197589883353,0.6331234395758882,0.7364658643905722,0.0565087506223815
Ahmet_Necdet_Sezer,1,0.377716442574375,0.3465640737712265,0.1041551005381568,0.4510399185889903,0.4122041211177644,0.1493428133991601,0.5188307564695923,0.550884067412326,0.2417589343966659
Ai_Sugiyama,1,0.176974819526685,0.1014785351934446,0.2141929894092065,0.2241192655016173,0.197110218097897,0.2798074841142939,0.4899908346620281,0.3494580995421327,0.4013286325525184
Ai_Sugiyama,2,0.4591794186348611,0.4841150248252273,0.1423365975964343,0.2918024161443064,0.4330197064529533,0.1130467060711414,0.4772332469715622,0.5958958014364578,0.2096201064160263
Ai_Sugiyama,4,0.2680881692491035,0.2997948410360419,0.349261417416547,0.2266102885587644,0.1594834678778286,0.3746566054844231,0.3125524964302636,0.1352370667115078,0.6899018972504452
Ai_Sugiyama,5,0.8792362624619386,0.8579223463660907,0.9333952607117708,0.8522596132885231,0.907182389111124,0.8834931312825273,0.8871770655041663,0.8550529392096868,0.9144945675975048
Aicha_El_Ouafi,1,0.5108266871615077,0.3631053387882208,-0.0046323085036475,0.5266294927701058,0.4561977265335272,0.0509505826706438,0.6032526838240683,0.5717819588272265,0.068069411220568
Aicha_El_Ouafi,2,0.152634249981598,0.0892327605834747,0.2098883653709476,0.1963398331366578,0.136100981989695,0.2963229224578955,0.1830649796537007,0.1532047270183923,0.4528083270426324
Aicha_El_Ouafi,3,0.9112772022626404,0.8978876090440412,0.9412192629101808,0.9264073828639202,0.9446001404749996,0.922375501177216,0.9493812443139716,0.9330743549466396,0.9600608858260208
Aileen_Riggin_Soule,1,0.7601477924351048,0.814108782930654,0.8970349554989827,0.691237828940353,0.8573462400115553,0.8733297721638044,0.8180136902099331,0.7396084896164762,0.8908671892216098
Ain_Seppik,1,0.4446970959644552,0.3399842582910939,0.63617794485784,0.4519920590556128,0.4091239449680212,0.660211482883229,0.6412662534119332,0.7106943106499308,0.7912129814523657
Aitor_Gonzalez,1,0.0405276896200192,-0.0568695275840895,0.247730971623113,0.0234920258288402,0.0646706723093657,0.2030548904243875,0.1346702273078118,0.0256494907662681,0.446709364455737
Aitor_Gonzalez,2,0.8394951422362634,0.1077625876762574,0.8353030877019699,0.8000289937849091,0.4166861716494373,0.7715922042467028,0.8712932856656772,0.0564327658047935,0.8520412760656141
Aiysha_Smith,1,0.1989438613275961,0.1788603166318198,0.5309232372586696,0.1864270232256722,0.1079604666261666,0.6753305693102288,0.3534996853287007,0.2338551605905882,0.7336064709444164
Ajit_Agarkar,1,0.6948139725887389,0.7120032594603157,0.3051726900978581,0.6711915010118263,0.7434429540229335,0.4430946622074907,0.7765049783532371,0.6577382179453107,0.4959943564810375
Akbar_Al_Baker,1,0.8599066717441632,0.8974181246483889,0.9474989531290738,0.8570681948609651,0.9088661106735382,0.9318958047964198,0.9193928341451266,0.9166051190091656,0.9447605446517976
Akbar_Hashemi_Rafsanjani,1,0.8393137444005062,0.8777673107391653,0.9532771773804064,0.8222878341246814,0.8911564186702893,0.9418868584036804,0.8873706646632842,0.9146020230917954,0.9680848390973384
Akbar_Hashemi_Rafsanjani,2,0.527971854509898,0.4208641754050619,0.1233378840021604,0.4042489093691758,0.355138336197785,0.1822173899247431,0.5389456086983051,0.4810195127624995,0.2123106553685229
Akbar_Hashemi_Rafsanjani,3,0.2031375316491621,0.1516008105376836,0.1819978610363978,0.322367357632833,0.1732860936050233,0.2365871782661673,0.4657718849153913,0.3234442415240682,0.0571463229863375
Akhmed_Zakayev,1,0.4179957379328283,0.3193281632713566,0.2649613809724474,0.4048345088076066,0.3000407638488637,0.2610621498448581,0.5271131660147476,0.3692090956195596,0.4141492381552955
Al_Davis,1,0.6413909863122279,0.6109174912670424,0.0794824435085225,0.5700497457073489,0.6005968828617478,0.0728495479752877,0.7615629225185995,0.7467676755418267,0.2658727857304589
Al_Davis,2,0.8833487071267219,0.8887174302488083,0.9173509652826692,0.8064418408553623,0.927696379874913,0.9030862552261424,0.906542352932774,0.8755316452685312,0.9265473922149736
Al_Gore,2,0.169839050228607,0.1495438042821591,0.2420755521109751,0.2319284453616348,0.1526676951085387,0.3262117166117452,0.3303550612493647,0.3241168878160562,0.5634597200596477
Al_Gore,4,0.9023890343857456,0.894081293769287,0.9475966556885396,0.8933869212630386,0.9420460331600145,0.9387970899320256,0.9455829916657632,0.8741274010565921,0.9546414911872506
Al_Gore,6,0.7385552545815124,0.6016233424863615,0.2562311963686275,0.7398716093423994,0.6413345829746265,0.3759897479794697,0.8264589860130268,0.7331051816602817,0.4909579047078413
Al_Pacino,1,0.5505784711924918,0.4522580773946143,0.245795281396012,0.5862666917735344,0.5091555304776142,0.3034007770006351,0.8043960236398754,0.7399690279978699,0.5157600476704616
Al_Pacino,2,0.4973301654556988,0.3881647086466647,0.2560953743691527,0.4732213429124654,0.3206413362367666,0.1582172095536531,0.5318093461250047,0.4570547069628742,0.1362074425408913
Al_Pacino,3,0.8322045356897476,0.8490979423559394,0.895136928488993,0.8134715502748752,0.9241026494105968,0.8616307528657398,0.852171817057031,0.8229175250637237,0.8268776172831119
Al_Sharpton,2,0.1165125762112844,0.1683049784496994,0.0978039140880803,0.1322168729720471,0.2022601640343243,0.1133391363310367,0.2986075927777084,0.3892269511458768,-0.1490046603530991
Al_Sharpton,3,0.3322296244219134,0.075344752661408,0.4150366984779257,0.2954069527180779,0.17437553907217,0.4388392583085272,0.5224632626901451,0.4971268753122356,0.6306800120568933
Al_Sharpton,5,0.1428242673029378,0.0950872828500683,0.11759499089451,0.1368183530253172,0.1775055544863517,0.1688087448947277,0.3699422766847467,0.2706075451041109,0.5189415213808384
Al_Sharpton,7,0.8485374970571382,0.0381538116221987,0.922426864767459,0.810939321912861,0.0609759441062483,0.9432703298800688,0.8371741160193955,0.2008042909749026,0.9316663508634538
Alain_Ducasse,1,0.6608354296911894,0.4248400562932542,0.424445276914407,0.628040752324379,0.6496960109973927,0.5091005423919854,0.7198594733654242,0.6214307192581161,0.6892346571303841
Alan_Ball,1,0.8586629553549168,0.9074797849291756,0.9540031214812822,0.8588458599941322,0.9490849497267956,0.9349480595442884,0.9029165731589872,0.9068606895106752,0.9620557220416946
Alan_Ball,2,0.2746687202096453,0.2117947497205823,0.0853573286444088,0.3071724438097613,0.298821405291363,0.0766297999170411,0.3670168727921316,0.315519927396797,0.1864910274190898
Alan_Dershowitz,1,0.3801549409046704,0.3675127512115805,0.2438863017536429,0.3841966595553366,0.3948809989130772,0.1568454719097187,0.5692947598556846,0.6126238749245204,0.1057294873282423
Alan_Greenspan,1,0.8354045959855994,0.837318838974289,0.9288043374563316,0.8738074199623634,0.9393249403912052,0.95432491015794,0.9213866345829448,0.8963125190872476,0.9556821409210424
Alan_Greenspan,2,0.7261384416151152,0.8273621185488355,0.9159982277775336,0.6551432053437481,0.8993382783601623,0.8928052001801399,0.7983462898457503,0.815202408409597,0.9079673725798668
Alan_Greenspan,3,0.3084861382243384,0.1886333189888572,0.1643730878789437,0.3567054204657185,0.1508321041386509,0.3061048172716239,0.5592662120559575,0.4294542650664952,0.313774988649272
Alan_Greenspan,4,0.4518238171136036,0.4023321144242262,0.1277138384762008,0.5159690203211035,0.4255951368111871,0.1627555776228671,0.6582236530058794,0.7462577790437832,0.4533844918264475
Alan_Greenspan,5,0.2872514605007086,0.2184855142947092,0.3044762494744566,0.343742067208228,0.3547228144870391,0.2323861047956715,0.5389871857217923,0.506717914941323,0.2179767112273992
Alan_Mulally,1,0.8636246889434013,0.8614195592702892,0.923553182968074,0.8963017401758787,0.9385636531074834,0.9415486884242644,0.9029819924943824,0.9102574240704584,0.951173346458889
Alan_Mulally,2,0.2482675190948364,0.227806778578609,0.1275220992651203,0.1515347982231697,0.1251325202249542,0.146071855481353,0.2758619129452959,0.3238890523269648,0.2445305294693792
Alan_Stonecipher,1,0.9100252878606224,0.8897238572933055,0.9301493649740876,0.924953457226412,0.9531936518997046,0.9326520682892556,0.9185976339571984,0.8666393254434996,0.9565935061219588
Alan_Trammell,1,0.201824147050117,0.1204219167355705,0.5477572579935452,0.225371340657091,0.2232636188362439,0.5593385685499382,0.4544577246333479,0.3037687888373847,0.7207067808258487
Alastair_Johnston,1,0.2411947503330765,0.0111067195686868,0.5150696901358823,0.2921793474405189,0.1670722890887266,0.5337914720716708,0.4074798368195959,0.1735925116353473,0.6494790705364322
Albert_Brooks,1,0.8792082661143547,0.8423466102898534,0.8413836961111759,0.8762061769268882,0.8933314223398531,0.8147326625278168,0.9172680806403578,0.8367250744728671,0.847292901149591
Albrecht_Mentz,1,0.8992798017543325,0.8691451961809624,0.933178710013798,0.8971914105947459,0.9496410440519942,0.9384128195631932,0.9513747917730734,0.8980915201535852,0.9217607384327574
Albrecht_Mentz,2,0.376106216242941,0.2850296118196098,0.1769060036372877,0.4243593127102958,0.3479862211972223,0.0440877864270297,0.6376083277527654,0.5973379479558808,-0.101219464888642
Aldo_Paredes,1,0.737552013903853,0.7960093211329741,0.8398879336403562,0.7423856625640369,0.6120594465867848,0.7796501674186268,0.7630363283152165,0.8360092942576548,0.8755176653783868
Aldo_Paredes,2,0.02310296318848,0.019097646699109,0.1367687907056311,0.0915398298289397,0.0239392669891588,0.1714147137756822,0.1335717696114089,0.1987672383817424,0.1012354213680563
Alec_Baldwin,2,0.8278253328337746,0.8198773552002144,0.9002478119918224,0.8200134884215499,0.91650757307273,0.9266149223654871,0.8847594348269341,0.806157759069924,0.8990095157784705
Alecos_Markides,1,0.1617772244989714,0.1329355765852278,0.3638030860248182,0.204525856198665,0.146718028401474,0.46770205399767,0.3360361268259239,0.3764566610284413,0.6500745261285992
Alejandro_Avila,1,0.9082945344823156,0.8592716083085793,0.8888449381624642,0.8712380599680513,0.8874769685508486,0.8655850283207349,0.9012341307166692,0.8108706021745279,0.938671032590705
Alejandro_Avila,3,0.0426474241999745,0.035103163041367,0.4301393168671,0.1290161364084077,0.138204291329113,0.4144397028843039,-0.1005123854638286,-0.0735449682421946,0.1783827326147828
Alejandro_Lerner,1,0.1706387108831541,0.2103222381428846,0.3084094991051018,0.1562170666885023,0.1184854734740328,0.3946604879305951,0.224823929811347,0.2315337452264344,0.5352685666722353
Alejandro_Toledo,21,0.6407123813206732,0.5755474134358324,0.6239565352027547,0.5126297906384382,0.5738619434253837,0.6178246350644065,0.7134403388596903,0.7299608164234371,0.678955358009045
Alejandro_Toledo,24,0.6571195951646849,0.5895763623908183,0.5875101444821923,0.5966937156119058,0.5771032476105008,0.5259623935696716,0.7813381226113917,0.7695461770327157,0.7220206690785382
Aleksander_Kwasniewski,1,0.4786518222092323,0.522382494657902,0.2943584807933531,0.3768620102000434,0.5839168624417002,0.2835109522953746,0.577401717163314,0.6776528699286165,0.3606204315016105
Aleksander_Kwasniewski,2,0.4219778001704657,0.3889520398368574,0.3044615987433268,0.4337535009826168,0.3454946981822173,0.3049612091745839,0.6478636933100325,0.5677019851232807,0.4590203740157672
Aleksander_Kwasniewski,3,0.8145750134484667,0.8496006732801772,0.8974932679747016,0.8242280678072222,0.8467964468064715,0.9114962702626018,0.8288575541544396,0.8785960652928037,0.9408543007253422
Aleksander_Kwasniewski,4,0.8941564408251478,0.8875382274340442,0.927558083794871,0.913619732848768,0.943005432383654,0.90919306183348,0.887488335078449,0.8961624733087671,0.9356401132441152
Aleksander_Voloshin,1,0.3641662553484995,0.200416418497963,0.2399953447454566,0.2715212183159548,0.2795492433485651,0.2726406390117677,0.548847043756149,0.4565342097785826,0.4227629415593266
Alessandro_Nesta,1,0.3069317285507353,0.3639343217730645,0.3711513002474021,0.2265700039730756,0.2779544820527249,0.2905565425805222,0.4428291399010967,0.3982151054134321,0.5110236622507085
Alex_Barros,1,0.779248578593299,0.8718100602918265,0.8911213853214319,0.800044685368191,0.926698387677504,0.8828404838763245,0.8313264507716658,0.8619657291562992,0.9162906062029348
Alex_Barros,2,0.2762968228878298,0.1596538518120573,0.1858432524178579,0.1900923411635396,0.1797144532992336,0.1099385880685769,0.2071058485311969,0.4584741037194006,0.3117610449630174
Alex_Cabrera,1,0.6343846824917582,0.5916426997403269,0.0839872477387784,0.5360420963601485,0.6044609297748855,0.2017300916657868,0.6728495435699215,0.5689214292438806,0.1371638977828643
Alex_Corretja,1,-0.0041910993635036,0.0857429961572191,0.3290388944186023,-0.1091043903066308,0.0962876854295413,0.240344388331648,0.130298291329198,0.2025040118241134,0.4222594680781819
Alex_Ferguson,1,-0.014887878068208,0.6508576588218359,0.1144491791314231,0.0097210118481117,0.699163396046296,0.2180944498769802,0.2255909045666336,0.8328389307956666,0.1445033601677494
Alex_Penelas,1,0.4092509127154295,0.4338012791074727,0.0094821311958402,0.3455778373525779,0.4243274730203861,0.0666633880556717,0.6196030119392412,0.6325207071343678,-0.0621278207650431
Alex_Penelas,2,0.863086796318559,0.8366434556132702,0.9347502658179792,0.8659134853773212,0.873988569960223,0.9172246392093656,0.90892028709909,0.8435555366849282,0.9486746094281338
Alex_Sink,2,0.7771486117917579,0.8994065297215904,0.911713683341232,0.6996295336808945,0.8682467113741397,0.903434678976048,0.7962592248830291,0.8698061886259523,0.910618064524351
Alex_Sink,3,0.5443203314981301,0.4249778155117626,0.0158277275668849,0.5722185208876629,0.4416642782626351,0.0531844802863134,0.6840146863304862,0.6727183433979094,0.2497273167668249
Alex_Wallau,1,0.6973757105382848,0.7201666744385974,0.7009992913840326,0.6453985132993351,0.7151067308360303,0.690097245153504,0.7533762445475977,0.7499002007840381,0.7663549120751673
Alexander_Downer,1,0.5511260892396771,0.4504876933919465,0.2786883760033541,0.4761503489856243,0.3804801707937477,0.1324911875079484,0.7073312724631043,0.6926610983156949,0.1517585212186329
Alexander_Downer,2,0.8988612807108761,0.9108149226816438,0.9406579442618296,0.9108188832366636,0.9517844068225744,0.9222091319319394,0.941261867406904,0.8920933097957398,0.9465066757760536
Alexander_Downer,3,0.8240014552901868,0.8676216886234552,0.8982165277646422,0.779763856890435,0.8592124284088716,0.8765270002460486,0.8844645628684624,0.8285550117535916,0.8729329129949537
Alexander_Downer,4,0.4980945696372111,0.5056634283341349,0.6187986179546096,0.4529953821895164,0.538118715414446,0.6212492650251322,0.6109562629766389,0.6349878027241941,0.6821173691118966
Alexander_Losyukov,1,0.3793267722181369,0.2559723138091583,0.3763538125834648,0.317808921448756,0.3107180443821098,0.3302918816779889,0.622352505471873,0.5353383458776098,0.2948566429019796
Alexander_Losyukov,2,0.8962522995686839,0.7927077169762063,0.8705354094524939,0.7775042534918565,0.8311232327218826,0.8845699762093185,0.9195401806229008,0.7398584051785936,0.8919480038951831
Alexander_Losyukov,3,0.842671352710068,0.7410926244343613,0.839592594711638,0.8202264027863108,0.7829040793893571,0.8349677506364939,0.8824547836479838,0.7566863009982295,0.8995714791606105
Alexander_Lukashenko,1,0.6420396323276795,0.5167617303888764,0.5234303702108238,0.6539576681218154,0.63201610142858,0.5899022420934259,0.7514422537741587,0.634134239877221,0.7451791827294372
Alexander_Rumyantsev,1,0.8601720237465214,0.8683074173419676,0.9538009449292362,0.7531172150757738,0.9372717807498592,0.940558559930329,0.7653463975718567,0.8163443895502238,0.9392803076458984
Alexander_Rumyantsev,2,0.2724285803593049,0.1975889432524328,0.1187450067134082,0.210921694111243,0.1702970097860587,0.0857877226692899,0.3136670631491016,0.3995066633526274,-0.035777083285387
Alexandra_Jackson,1,0.3314543239255014,0.4761222540384245,0.10714349484821,0.3472864043401549,0.3128672419625524,0.1676252784207181,0.4282008431775619,0.4957719517621125,0.1280068804712339
Alexandra_Pelosi,1,0.4087944678737824,0.3119055034316298,0.2399559827886312,0.3209374116147671,0.198250008582166,0.3764864787435628,0.5730119632082408,0.3801100740776901,0.5271712081767689
Alexandra_Stevenson,1,0.0941447754831684,0.0537024374354557,0.0259855718297077,0.1563086098961673,0.0954376786935288,0.0779902847397755,0.1357694003013531,0.0331489089509057,-0.1139741134711523
Alexandra_Stevenson,2,0.8847237313078581,0.8577419645170483,0.9027673228762704,0.798008424693427,0.8960011014075329,0.8559422256322045,0.8426470720601351,0.8639872275892012,0.8850897889393534
Alexandra_Stevenson,3,0.3680720051929541,0.2611739052244789,0.4778228747388039,0.3951161195689289,0.2148472400457522,0.5590425512121062,0.5279938829388652,0.4067398956611848,0.7189669726709628
Alexandra_Vodjanikova,1,0.7926488466470406,0.8563793198828554,0.9081964853460526,0.779024338427409,0.8942188543242235,0.8825483559809385,0.8296933626462263,0.7989916990614083,0.9194831297024988
Alexandra_Vodjanikova,2,0.4431161182840578,0.3492998141385847,0.0273292998149002,0.3953002936717332,0.38362330461291,0.0564471499996588,0.5577000652297535,0.4577309558500493,0.0293239542137414
